index,pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtoday,ratetotal
333,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-29,135,0,0.0,135,15,25.88
334,13,New Brunswick,Nouveau-Brunswick,2020-03-29,66,0,0.0,66,15,8.5
335,12,Nova Scotia,Nouvelle-Écosse,2020-03-29,122,0,0.0,122,12,12.56
336,11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-29,11,0,0.0,11,0,7.01
337,60,Yukon,Yukon,2020-03-29,4,0,0.0,4,0,9.79
338,61,Northwest Territories,Territoires du Nord-Ouest,2020-03-29,1,0,0.0,1,0,2.23
339,62,Nunavut,Nunavut,2020-03-29,0,0,0.0,0,0,0.0
340,99,Repatriated travellers,Voyageurs rapatriés,2020-03-29,13,0,0.0,13,0,
341,1,Canada,Canada,2020-03-29,6255,3,61.0,6258,833,16.65
342,59,British Columbia,Colombie-Britannique,2020-03-30,960,0,19.0,960,76,18.93
343,48,Alberta,Alberta,2020-03-30,690,0,8.0,690,69,15.78
344,47,Saskatchewan,Saskatchewan,2020-03-30,175,0,2.0,175,41,14.9
345,46,Manitoba,Manitoba,2020-03-30,83,13,1.0,96,24,7.01
346,35,Ontario,Ontario,2020-03-30,1706,0,33.0,1706,351,11.71
347,24,Quebec,Québec,2020-03-30,3430,0,25.0,3430,590,40.42
348,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-30,148,0,1.0,148,13,28.38
349,13,New Brunswick,Nouveau-Brunswick,2020-03-30,68,0,0.0,68,2,8.75
350,12,Nova Scotia,Nouvelle-Écosse,2020-03-30,127,0,0.0,127,5,13.07
351,11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-30,18,0,0.0,18,7,11.47
352,60,Yukon,Yukon,2020-03-30,5,0,0.0,5,1,12.24
353,61,Northwest Territories,Territoires du Nord-Ouest,2020-03-30,1,0,0.0,1,0,2.23
354,62,Nunavut,Nunavut,2020-03-30,0,0,0.0,0,0,0.0
355,99,Repatriated travellers,Voyageurs rapatriés,2020-03-30,13,0,0.0,13,0,
356,1,Canada,Canada,2020-03-30,7424,13,89.0,7437,1179,19.78
357,59,British Columbia,Colombie-Britannique,2020-03-31,970,0,19.0,970,10,19.13
358,48,Alberta,Alberta,2020-03-31,754,0,9.0,754,64,17.25
359,47,Saskatchewan,Saskatchewan,2020-03-31,184,0,2.0,184,9,15.67
360,46,Manitoba,Manitoba,2020-03-31,91,12,1.0,103,7,7.52
361,35,Ontario,Ontario,2020-03-31,1966,0,33.0,1966,260,13.5
362,24,Quebec,Québec,2020-03-31,4162,0,31.0,4162,732,49.05
363,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-31,152,0,1.0,152,4,29.14
364,13,New Brunswick,Nouveau-Brunswick,2020-03-31,70,0,0.0,70,2,9.01
365,12,Nova Scotia,Nouvelle-Écosse,2020-03-31,147,0,0.0,147,20,15.13
366,11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-31,21,0,0.0,21,3,13.38
367,60,Yukon,Yukon,2020-03-31,5,0,0.0,5,0,12.24
368,61,Northwest Territories,Territoires du Nord-Ouest,2020-03-31,1,0,0.0,1,0,2.23
369,62,Nunavut,Nunavut,2020-03-31,0,0,0.0,0,0,0.0
370,99,Repatriated travellers,Voyageurs rapatriés,2020-03-31,13,0,0.0,13,0,
371,1,Canada,Canada,2020-03-31,8536,12,96.0,8548,1111,22.74
372,59,British Columbia,Colombie-Britannique,2020-04-01,1066,0,25.0,1066,96,21.02
373,48,Alberta,Alberta,2020-04-01,754,0,9.0,754,0,17.25
374,47,Saskatchewan,Saskatchewan,2020-04-01,193,0,3.0,193,9,16.43
375,46,Manitoba,Manitoba,2020-04-01,109,18,1.0,127,24,9.27
376,35,Ontario,Ontario,2020-04-01,2392,0,37.0,2392,426,16.42
377,24,Quebec,Québec,2020-04-01,4611,0,33.0,4611,449,54.34
378,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-01,175,0,1.0,175,23,33.55
379,13,New Brunswick,Nouveau-Brunswick,2020-04-01,81,0,0.0,81,11,10.43
380,12,Nova Scotia,Nouvelle-Écosse,2020-04-01,173,0,0.0,173,26,17.81
381,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-01,21,0,0.0,21,0,13.38
382,60,Yukon,Yukon,2020-04-01,5,0,0.0,5,0,12.24
383,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-01,2,0,0.0,2,1,4.46
384,62,Nunavut,Nunavut,2020-04-01,0,0,0.0,0,0,0.0
385,99,Repatriated travellers,Voyageurs rapatriés,2020-04-01,13,0,0.0,13,0,
386,1,Canada,Canada,2020-04-01,9595,18,109.0,9613,1065,25.57
387,59,British Columbia,Colombie-Britannique,2020-04-02,1121,0,31.0,1121,55,22.1
388,48,Alberta,Alberta,2020-04-02,968,0,13.0,968,214,22.14
389,47,Saskatchewan,Saskatchewan,2020-04-02,206,0,3.0,206,13,17.54
390,46,Manitoba,Manitoba,2020-04-02,152,15,1.0,167,40,12.19
391,35,Ontario,Ontario,2020-04-02,2793,0,53.0,2793,401,19.17
392,24,Quebec,Québec,2020-04-02,5518,0,36.0,5518,907,65.03
393,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-02,183,0,1.0,183,8,35.09
394,13,New Brunswick,Nouveau-Brunswick,2020-04-02,91,0,0.0,91,10,11.71
395,12,Nova Scotia,Nouvelle-Écosse,2020-04-02,193,0,0.0,193,20,19.87
396,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-02,22,0,0.0,22,1,14.02
397,60,Yukon,Yukon,2020-04-02,6,0,0.0,6,1,14.69
398,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-02,2,0,0.0,2,0,4.46
399,62,Nunavut,Nunavut,2020-04-02,0,0,0.0,0,0,0.0
400,99,Repatriated travellers,Voyageurs rapatriés,2020-04-02,13,0,0.0,13,0,
401,1,Canada,Canada,2020-04-02,11268,15,138.0,11283,1670,30.02
402,59,British Columbia,Colombie-Britannique,2020-04-03,1174,0,35.0,1174,53,23.15
403,48,Alberta,Alberta,2020-04-03,1075,0,18.0,1075,107,24.59
404,47,Saskatchewan,Saskatchewan,2020-04-03,220,0,3.0,220,14,18.73
405,46,Manitoba,Manitoba,2020-04-03,164,18,2.0,182,15,13.29
406,35,Ontario,Ontario,2020-04-03,3255,0,67.0,3255,462,22.35
407,24,Quebec,Québec,2020-04-03,6101,0,61.0,6101,583,71.9
408,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-03,183,0,1.0,183,0,35.09
409,13,New Brunswick,Nouveau-Brunswick,2020-04-03,95,0,0.0,95,4,12.23
410,12,Nova Scotia,Nouvelle-Écosse,2020-04-03,207,0,0.0,207,14,21.31
411,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-03,22,0,0.0,22,0,14.02
412,60,Yukon,Yukon,2020-04-03,6,0,0.0,6,0,14.69
413,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-03,4,0,0.0,4,2,8.92
414,62,Nunavut,Nunavut,2020-04-03,0,0,0.0,0,0,0.0
415,99,Repatriated travellers,Voyageurs rapatriés,2020-04-03,13,0,0.0,13,0,
416,1,Canada,Canada,2020-04-03,12519,18,187.0,12537,1254,33.35
417,59,British Columbia,Colombie-Britannique,2020-04-04,1203,0,38.0,1203,29,23.72
418,48,Alberta,Alberta,2020-04-04,1075,0,18.0,1075,0,24.59
419,47,Saskatchewan,Saskatchewan,2020-04-04,231,0,3.0,231,11,19.67
420,46,Manitoba,Manitoba,2020-04-04,172,22,2.0,194,12,14.17
421,35,Ontario,Ontario,2020-04-04,3630,0,94.0,3630,375,24.92
422,24,Quebec,Québec,2020-04-04,6997,0,75.0,6997,896,82.46
423,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-04,195,0,1.0,195,12,37.39
424,13,New Brunswick,Nouveau-Brunswick,2020-04-04,98,0,0.0,98,3,12.62
425,12,Nova Scotia,Nouvelle-Écosse,2020-04-04,236,0,0.0,236,29,24.29
426,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-04,22,0,0.0,22,0,14.02
427,60,Yukon,Yukon,2020-04-04,6,0,0.0,6,0,14.69
428,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-04,4,0,0.0,4,0,8.92
429,62,Nunavut,Nunavut,2020-04-04,0,0,0.0,0,0,0.0
430,99,Repatriated travellers,Voyageurs rapatriés,2020-04-04,13,0,0.0,13,0,
431,1,Canada,Canada,2020-04-04,13882,22,231.0,13904,1367,36.99
432,59,British Columbia,Colombie-Britannique,2020-04-05,1203,0,38.0,1203,0,23.72
433,48,Alberta,Alberta,2020-04-05,1250,0,23.0,1250,175,28.6
434,47,Saskatchewan,Saskatchewan,2020-04-05,249,0,3.0,249,18,21.2
435,46,Manitoba,Manitoba,2020-04-05,187,16,2.0,203,9,14.82
436,35,Ontario,Ontario,2020-04-05,4038,0,119.0,4038,408,27.72
437,24,Quebec,Québec,2020-04-05,7944,0,94.0,7944,947,93.62
438,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-05,217,0,1.0,217,22,41.61
439,13,New Brunswick,Nouveau-Brunswick,2020-04-05,101,0,0.0,101,3,13.0
440,12,Nova Scotia,Nouvelle-Écosse,2020-04-05,262,0,0.0,262,26,26.97
441,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-05,22,0,0.0,22,0,14.02
442,60,Yukon,Yukon,2020-04-05,6,0,0.0,6,0,14.69
443,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-05,4,0,0.0,4,0,8.92
444,62,Nunavut,Nunavut,2020-04-05,0,0,0.0,0,0,0.0
445,99,Repatriated travellers,Voyageurs rapatriés,2020-04-05,13,0,0.0,13,0,
446,1,Canada,Canada,2020-04-05,15496,16,280.0,15512,1608,41.27
447,59,British Columbia,Colombie-Britannique,2020-04-06,1266,0,39.0,1266,63,24.96
448,48,Alberta,Alberta,2020-04-06,1348,0,24.0,1348,98,30.84
449,47,Saskatchewan,Saskatchewan,2020-04-06,253,0,3.0,253,4,21.54
450,46,Manitoba,Manitoba,2020-04-06,190,14,2.0,204,1,14.9
451,35,Ontario,Ontario,2020-04-06,4347,0,132.0,4347,309,29.84
452,24,Quebec,Québec,2020-04-06,8580,0,121.0,8580,636,101.12
453,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-06,226,0,2.0,226,9,43.33
454,13,New Brunswick,Nouveau-Brunswick,2020-04-06,103,0,0.0,103,2,13.26
455,12,Nova Scotia,Nouvelle-Écosse,2020-04-06,293,0,0.0,293,31,30.16
456,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-06,22,0,0.0,22,0,14.02
457,60,Yukon,Yukon,2020-04-06,7,0,0.0,7,1,17.13
458,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-06,5,0,0.0,5,1,11.15
459,62,Nunavut,Nunavut,2020-04-06,0,0,0.0,0,0,0.0
460,99,Repatriated travellers,Voyageurs rapatriés,2020-04-06,13,0,0.0,13,0,
461,1,Canada,Canada,2020-04-06,16653,14,323.0,16667,1155,44.34
462,59,British Columbia,Colombie-Britannique,2020-04-07,1291,0,43.0,1291,25,25.46
463,48,Alberta,Alberta,2020-04-07,1373,0,26.0,1373,25,31.41
464,47,Saskatchewan,Saskatchewan,2020-04-07,260,0,3.0,260,7,22.14
465,46,Manitoba,Manitoba,2020-04-07,203,14,3.0,217,13,15.85
466,35,Ontario,Ontario,2020-04-07,4726,0,153.0,4726,379,32.44
467,24,Quebec,Québec,2020-04-07,9340,0,150.0,9340,760,110.08
468,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-07,228,0,2.0,228,2,43.72
469,13,New Brunswick,Nouveau-Brunswick,2020-04-07,105,0,0.0,105,2,13.52
470,12,Nova Scotia,Nouvelle-Écosse,2020-04-07,310,0,0.0,310,17,31.91
471,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-07,22,0,0.0,22,0,14.02
472,60,Yukon,Yukon,2020-04-07,7,0,0.0,7,0,17.13
473,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-07,5,0,0.0,5,0,11.15
474,62,Nunavut,Nunavut,2020-04-07,0,0,0.0,0,0,0.0
475,99,Repatriated travellers,Voyageurs rapatriés,2020-04-07,13,0,0.0,13,0,
476,1,Canada,Canada,2020-04-07,17883,14,380.0,17897,1230,47.61
477,59,British Columbia,Colombie-Britannique,2020-04-08,1336,0,48.0,1336,45,26.34
478,48,Alberta,Alberta,2020-04-08,1423,0,29.0,1423,50,32.55
479,47,Saskatchewan,Saskatchewan,2020-04-08,271,0,3.0,271,11,23.07
480,46,Manitoba,Manitoba,2020-04-08,206,15,3.0,221,4,16.14
481,35,Ontario,Ontario,2020-04-08,5276,0,174.0,5276,550,36.22
482,24,Quebec,Québec,2020-04-08,10031,0,175.0,10031,691,118.22
483,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-08,232,0,2.0,232,4,44.48
484,13,New Brunswick,Nouveau-Brunswick,2020-04-08,108,0,0.0,108,3,13.9
485,12,Nova Scotia,Nouvelle-Écosse,2020-04-08,342,0,1.0,342,32,35.21
486,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-08,24,0,0.0,24,2,15.29
487,60,Yukon,Yukon,2020-04-08,7,0,0.0,7,0,17.13
488,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-08,5,0,0.0,5,0,11.15
489,62,Nunavut,Nunavut,2020-04-08,0,0,0.0,0,0,0.0
490,99,Repatriated travellers,Voyageurs rapatriés,2020-04-08,13,0,0.0,13,0,
491,1,Canada,Canada,2020-04-08,19274,15,435.0,19289,1392,51.32
492,59,British Columbia,Colombie-Britannique,2020-04-09,1370,0,50.0,1370,34,27.01
493,48,Alberta,Alberta,2020-04-09,1451,0,32.0,1451,28,33.19
494,47,Saskatchewan,Saskatchewan,2020-04-09,278,0,3.0,278,7,23.67
495,46,Manitoba,Manitoba,2020-04-09,207,17,3.0,224,3,16.36
496,35,Ontario,Ontario,2020-04-09,5759,0,200.0,5759,483,39.54
497,24,Quebec,Québec,2020-04-09,10912,0,216.0,10912,881,128.6
498,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-09,236,0,3.0,236,4,45.25
499,13,New Brunswick,Nouveau-Brunswick,2020-04-09,111,0,0.0,111,3,14.29
500,12,Nova Scotia,Nouvelle-Écosse,2020-04-09,373,0,2.0,373,31,38.4
501,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-09,25,0,0.0,25,1,15.93
502,60,Yukon,Yukon,2020-04-09,8,0,0.0,8,1,19.58
503,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-09,5,0,0.0,5,0,11.15
504,62,Nunavut,Nunavut,2020-04-09,0,0,0.0,0,0,0.0
505,99,Repatriated travellers,Voyageurs rapatriés,2020-04-09,13,0,0.0,13,0,
506,1,Canada,Canada,2020-04-09,20748,17,509.0,20765,1476,55.24
507,59,British Columbia,Colombie-Britannique,2020-04-10,1410,0,55.0,1410,40,27.8
508,48,Alberta,Alberta,2020-04-10,1500,0,39.0,1500,49,34.31
509,47,Saskatchewan,Saskatchewan,2020-04-10,285,0,3.0,285,7,24.27
510,46,Manitoba,Manitoba,2020-04-10,215,15,4.0,230,6,16.79
511,35,Ontario,Ontario,2020-04-10,6237,0,222.0,6237,478,42.82
512,24,Quebec,Québec,2020-04-10,11677,0,241.0,11677,765,137.62
513,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-10,239,0,3.0,239,3,45.83
514,13,New Brunswick,Nouveau-Brunswick,2020-04-10,112,0,0.0,112,1,14.42
515,12,Nova Scotia,Nouvelle-Écosse,2020-04-10,407,0,2.0,407,34,41.9
516,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-10,25,0,0.0,25,0,15.93
517,60,Yukon,Yukon,2020-04-10,8,0,0.0,8,0,19.58
518,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-10,5,0,0.0,5,0,11.15
519,62,Nunavut,Nunavut,2020-04-10,0,0,0.0,0,0,0.0
520,99,Repatriated travellers,Voyageurs rapatriés,2020-04-10,13,0,,13,0,
521,1,Canada,Canada,2020-04-10,22133,15,569.0,22148,1383,58.92
522,59,British Columbia,Colombie-Britannique,2020-04-11,1445,0,58.0,1445,35,28.49
523,48,Alberta,Alberta,2020-04-11,1569,0,40.0,1569,69,35.89
524,47,Saskatchewan,Saskatchewan,2020-04-11,289,0,4.0,289,4,24.61
525,46,Manitoba,Manitoba,2020-04-11,226,17,4.0,243,13,17.74
526,35,Ontario,Ontario,2020-04-11,6648,0,253.0,6648,411,45.64
527,24,Quebec,Québec,2020-04-11,12292,0,289.0,12292,615,144.87
528,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-11,241,0,3.0,241,2,46.21
529,13,New Brunswick,Nouveau-Brunswick,2020-04-11,112,0,0.0,112,0,14.42
530,12,Nova Scotia,Nouvelle-Écosse,2020-04-11,428,0,2.0,428,21,44.06
531,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-11,25,0,0.0,25,0,15.93
532,60,Yukon,Yukon,2020-04-11,8,0,0.0,8,0,19.58
533,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-11,5,0,0.0,5,0,11.15
534,62,Nunavut,Nunavut,2020-04-11,0,0,0.0,0,0,0.0
535,99,Repatriated travellers,Voyageurs rapatriés,2020-04-11,13,0,,13,0,
536,1,Canada,Canada,2020-04-11,23301,17,653.0,23318,1170,62.03
537,59,British Columbia,Colombie-Britannique,2020-04-12,1445,0,58.0,1445,0,28.49
538,48,Alberta,Alberta,2020-04-12,1651,0,44.0,1651,82,37.77
539,47,Saskatchewan,Saskatchewan,2020-04-12,296,2,4.0,298,9,25.37
540,46,Manitoba,Manitoba,2020-04-12,226,16,4.0,242,-1,17.67
541,35,Ontario,Ontario,2020-04-12,7049,0,274.0,7049,401,48.39
542,24,Quebec,Québec,2020-04-12,12846,0,328.0,12846,554,151.4
543,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-12,242,0,3.0,242,1,46.4
544,13,New Brunswick,Nouveau-Brunswick,2020-04-12,114,0,0.0,114,2,14.68
545,12,Nova Scotia,Nouvelle-Écosse,2020-04-12,445,0,2.0,445,17,45.81
546,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-12,25,0,0.0,25,0,15.93
547,60,Yukon,Yukon,2020-04-12,8,0,0.0,8,0,19.58
548,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-12,5,0,0.0,5,0,11.15
549,62,Nunavut,Nunavut,2020-04-12,0,0,0.0,0,0,0.0
550,99,Repatriated travellers,Voyageurs rapatriés,2020-04-12,13,0,,13,0,
551,1,Canada,Canada,2020-04-12,24365,18,717.0,24383,1065,64.87
552,59,British Columbia,Colombie-Britannique,2020-04-13,1490,0,69.0,1490,45,29.38
553,48,Alberta,Alberta,2020-04-13,1732,0,46.0,1732,81,39.62
554,47,Saskatchewan,Saskatchewan,2020-04-13,300,0,4.0,300,2,25.54
555,46,Manitoba,Manitoba,2020-04-13,229,17,4.0,246,4,17.96
556,35,Ontario,Ontario,2020-04-13,7470,0,291.0,7470,421,51.28
557,24,Quebec,Québec,2020-04-13,13557,0,360.0,13557,711,159.78
558,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-13,244,0,3.0,244,2,46.78
559,13,New Brunswick,Nouveau-Brunswick,2020-04-13,116,0,0.0,116,2,14.93
560,12,Nova Scotia,Nouvelle-Écosse,2020-04-13,474,0,3.0,474,29,48.8
561,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-13,25,0,0.0,25,0,15.93
562,60,Yukon,Yukon,2020-04-13,8,0,0.0,8,0,19.58
563,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-13,5,0,0.0,5,0,11.15
564,62,Nunavut,Nunavut,2020-04-13,0,0,0.0,0,0,0.0
565,99,Repatriated travellers,Voyageurs rapatriés,2020-04-13,13,0,,13,0,
566,1,Canada,Canada,2020-04-13,25663,17,780.0,25680,1297,68.32
567,59,British Columbia,Colombie-Britannique,2020-04-14,1517,0,72.0,1517,27,29.91
568,48,Alberta,Alberta,2020-04-14,1870,0,48.0,1870,138,42.78
569,47,Saskatchewan,Saskatchewan,2020-04-14,301,0,4.0,301,1,25.63
570,46,Manitoba,Manitoba,2020-04-14,229,17,4.0,246,0,17.96
571,35,Ontario,Ontario,2020-04-14,7953,0,334.0,7953,483,54.6
572,24,Quebec,Québec,2020-04-14,14248,0,435.0,14248,691,167.92
573,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-14,244,0,3.0,244,0,46.78
574,13,New Brunswick,Nouveau-Brunswick,2020-04-14,116,0,0.0,116,0,14.93
575,12,Nova Scotia,Nouvelle-Écosse,2020-04-14,517,0,3.0,517,43,53.22
576,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-14,25,0,0.0,25,0,15.93
577,60,Yukon,Yukon,2020-04-14,8,0,0.0,8,0,19.58
578,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-14,5,0,0.0,5,0,11.15
579,62,Nunavut,Nunavut,2020-04-14,0,0,0.0,0,0,0.0
580,99,Repatriated travellers,Voyageurs rapatriés,2020-04-14,13,0,,13,0,
581,1,Canada,Canada,2020-04-14,27046,17,903.0,27063,1383,72.0
582,59,British Columbia,Colombie-Britannique,2020-04-15,1561,0,75.0,1561,44,30.78
583,48,Alberta,Alberta,2020-04-15,1996,0,48.0,1996,126,45.66
584,47,Saskatchewan,Saskatchewan,2020-04-15,304,0,4.0,304,3,25.88
585,46,Manitoba,Manitoba,2020-04-15,231,17,5.0,246,0,17.96
586,35,Ontario,Ontario,2020-04-15,8447,0,385.0,8447,494,57.99
587,24,Quebec,Québec,2020-04-15,14860,0,487.0,14860,612,175.13
588,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-15,247,0,3.0,247,3,47.36
589,13,New Brunswick,Nouveau-Brunswick,2020-04-15,117,0,0.0,117,1,15.06
590,12,Nova Scotia,Nouvelle-Écosse,2020-04-15,549,0,3.0,549,32,56.52
591,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-15,26,0,0.0,26,1,16.57
592,60,Yukon,Yukon,2020-04-15,8,0,0.0,8,0,19.58
593,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-15,5,0,0.0,5,0,11.15
594,62,Nunavut,Nunavut,2020-04-15,0,0,0.0,0,0,0.0
595,99,Repatriated travellers,Voyageurs rapatriés,2020-04-15,13,0,,13,0,
596,1,Canada,Canada,2020-04-15,28364,17,1010.0,28381,1318,75.5
597,59,British Columbia,Colombie-Britannique,2020-04-16,1561,0,75.0,1561,0,30.78
598,48,Alberta,Alberta,2020-04-16,2158,0,50.0,2158,162,49.37
599,47,Saskatchewan,Saskatchewan,2020-04-16,305,0,4.0,305,1,25.97
600,46,Manitoba,Manitoba,2020-04-16,239,11,5.0,250,4,18.26
601,35,Ontario,Ontario,2020-04-16,8961,0,423.0,8961,514,61.52
602,24,Quebec,Québec,2020-04-16,15857,0,630.0,15857,997,186.88
603,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-16,252,0,3.0,252,5,48.32
604,13,New Brunswick,Nouveau-Brunswick,2020-04-16,117,0,0.0,117,0,15.06
605,12,Nova Scotia,Nouvelle-Écosse,2020-04-16,579,0,3.0,579,30,59.61
606,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-16,26,0,0.0,26,0,16.57
607,60,Yukon,Yukon,2020-04-16,8,0,0.0,8,0,19.58
608,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-16,5,0,0.0,5,0,11.15
609,62,Nunavut,Nunavut,2020-04-16,0,0,0.0,0,0,0.0
610,99,Repatriated travellers,Voyageurs rapatriés,2020-04-16,13,0,,13,0,
611,1,Canada,Canada,2020-04-16,30081,11,1193.0,30092,1711,80.05
612,59,British Columbia,Colombie-Britannique,2020-04-17,1575,0,77.0,1575,14,31.06
613,48,Alberta,Alberta,2020-04-17,2397,0,50.0,2397,239,54.83
614,47,Saskatchewan,Saskatchewan,2020-04-17,306,1,4.0,307,2,26.14
615,46,Manitoba,Manitoba,2020-04-17,239,11,5.0,250,0,18.26
616,35,Ontario,Ontario,2020-04-17,9525,0,478.0,9525,564,65.39
617,24,Quebec,Québec,2020-04-17,16798,0,688.0,16798,941,197.97
618,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-17,256,0,3.0,256,4,49.09
619,13,New Brunswick,Nouveau-Brunswick,2020-04-17,117,0,0.0,117,0,15.06
620,12,Nova Scotia,Nouvelle-Écosse,2020-04-17,606,0,4.0,606,27,62.38
621,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-17,26,0,0.0,26,0,16.57
622,60,Yukon,Yukon,2020-04-17,9,0,0.0,9,1,22.03
623,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-17,5,0,0.0,5,0,11.15
624,62,Nunavut,Nunavut,2020-04-17,0,0,0.0,0,0,0.0
625,99,Repatriated travellers,Voyageurs rapatriés,2020-04-17,13,0,,13,0,
626,1,Canada,Canada,2020-04-17,31872,12,1309.0,31884,1792,84.82
627,59,British Columbia,Colombie-Britannique,2020-04-18,1618,0,78.0,1618,43,31.9
628,48,Alberta,Alberta,2020-04-18,2562,0,51.0,2562,165,58.61
629,47,Saskatchewan,Saskatchewan,2020-04-18,310,3,4.0,313,6,26.65
630,46,Manitoba,Manitoba,2020-04-18,243,10,5.0,253,3,18.47
631,35,Ontario,Ontario,2020-04-18,10010,0,514.0,10010,485,68.72
632,24,Quebec,Québec,2020-04-18,17521,0,805.0,17521,723,206.49
633,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-18,257,0,3.0,257,1,49.28
634,13,New Brunswick,Nouveau-Brunswick,2020-04-18,118,0,0.0,118,1,15.19
635,12,Nova Scotia,Nouvelle-Écosse,2020-04-18,649,0,7.0,649,43,66.81
636,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-18,26,0,0.0,26,0,16.57
637,60,Yukon,Yukon,2020-04-18,9,0,0.0,9,0,22.03
638,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-18,5,0,0.0,5,0,11.15
639,62,Nunavut,Nunavut,2020-04-18,0,0,0.0,0,0,0.0
640,99,Repatriated travellers,Voyageurs rapatriés,2020-04-18,13,0,,13,0,
641,1,Canada,Canada,2020-04-18,33341,13,1467.0,33354,1470,88.73
642,59,British Columbia,Colombie-Britannique,2020-04-19,1618,0,78.0,1618,0,31.9
643,48,Alberta,Alberta,2020-04-19,2562,0,51.0,2562,0,58.61
644,47,Saskatchewan,Saskatchewan,2020-04-19,314,1,4.0,315,2,26.82
645,46,Manitoba,Manitoba,2020-04-19,245,8,5.0,253,0,18.47
646,35,Ontario,Ontario,2020-04-19,10578,0,553.0,10578,568,72.62
647,24,Quebec,Québec,2020-04-19,18357,0,877.0,18357,836,216.35
648,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-19,257,0,3.0,257,0,49.28
649,13,New Brunswick,Nouveau-Brunswick,2020-04-19,118,0,0.0,118,0,15.19
650,12,Nova Scotia,Nouvelle-Écosse,2020-04-19,675,0,9.0,675,26,69.49
651,11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-19,26,0,0.0,26,0,16.57
652,60,Yukon,Yukon,2020-04-19,9,0,0.0,9,0,22.03
653,61,Northwest Territories,Territoires du Nord-Ouest,2020-04-19,5,0,0.0,5,0,11.15
654,62,Nunavut,Nunavut,2020-04-19,0,0,0.0,0,0,0.0
